view_id,from,vias,to,maneuver_type,maneuver_modifier,first_lane_from_right,lanes,entry,entry_out,all_number,lat,lon,cases,city_code
3832436850_10795193422_239824621_3832436849,3832436850,"10795193422,239824621",3832436849,continue,uturn,0,1,3,2,109,1.344185,103.877338,"A-6VKLIKEGWI2G,A-6VKET3SGWIXJ,A-6VLCSX5GWJWN,A-6VMMBMVGWG5M,A-6VKPWOLWWE69",SIN
6194505667_239826289_626311920_8163318027,6194505667,"239826289,626311920",8163318027,continue,uturn,0,2,4,2,109,1.316907,103.892227,"A-6VMXIPCGWJGJ,A-6VM75BIGWETN,A-6VKGTWVWWIAI,A-6VKMPVJW2GBX,A-6VNGXR8GWHC5",SIN
1553228152_1553269893_1553269881,1553228152,1553269893,1553269881,exit roundabout,uturn,0,0,3,2,108,1.300602,103.774117,"A-6VLMJSSGWFGS,A-6VL5M45GWE69,A-6VLPFMWGWIJ3,A-6VLSNFSWWIWG,A-6VLPSLSWWHRG",SIN
4362557689_1553228143_1553228149,4362557689,1553228143,1553228149,roundabout,uturn,0,0,3,1,108,1.300752,103.774179,"A-6VLMJSSGWFGS,A-6VL5M45GWE69,A-6VLPFMWGWIJ3,A-6VLSNFSWWIWG,A-6VLPSLSWWHRG",SIN
8449068400_8449068413_8449068404,8449068400,8449068413,8449068404,continue,uturn,0,0,3,2,108,1.266851,103.810794,"A-6VLOSFEGWFL6,A-6VMNPBDWWIQQ,A-6VO6383GWFWI,A-6VLC9J2GWHIQ,A-6VMWJORGWFQH",SIN
5609988033_240411005_241595342_240407885_206224107_3784900233,5609988033,"240411005,241595342,240407885,206224107",3784900233,continue,uturn,0,1,4,1,107,1.36431,103.843397,"A-6VL72F2GWEVJ,A-6VL26QJGWGIN,LatLngNav-1727916646,A-6VLUV9SWWGW5,A-6VKK66CGWJFG",SIN
6991318475_890275024_890275031_6991318476,6991318475,"890275024,890275031",6991318476,continue,uturn,0,1,3,2,107,1.285887,103.810251,"A-6VL4UGJWWGWC,A-6VNBEVQGWEJ7,A-6VLFEX5G2G5C,A-6VLKHE9GWEP2,A-6VKCT9FG2IPC",SIN
4697941869_4697941870_7716871788,4697941869,4697941870,7716871788,continue,uturn,0,0,3,2,107,1.400291,103.909817,"LatLngNav-1727929585,A-6VMJ223WWFRG,A-6VNIEEBGWJO4,A-6VLE9KOGWFQH,A-6VKVH5XWWIUJ",SIN
5087750448_4740503004_5087750453,5087750448,4740503004,5087750453,continue,uturn,0,1,3,2,107,1.425954,103.762234,"A-6VKH4A8WWFGS,A-6VMB4DDGWFHJ,A-6VMKFU6GWIXJ,A-6VKKX4XGWJFG,A-6VMWDR5GWIQQ",SIN
8387395763_243713054_244129872_243713360_243713208_8387395764,8387395763,"243713054,244129872,243713360,243713208",8387395764,continue,uturn,0,2,3,1,107,1.37623,103.753867,"A-6VL7QPOWWIAI,A-6VLVOO4GWIPC,A-6VLIWDMGWHRO,A-6VM5NC4GWHIG,A-6VLL9KLWWIUJ",SIN
2927574665_4604149159_4604149158,2927574665,4604149159,4604149158,continue,uturn,0,1,3,2,107,1.305355,103.880926,"A-6VLLH5MWWE69,A-6VMITGDWWGW5,A-6VKPEITWWGOV,[A-6VN5W2RGWJ2I, A-6VN5W2RGWJ2I],A-6VKOGXDGWFN5",SIN
5952719338_6542773041_1867527224_3953164780_6542773042_5952719337,5952719338,"6542773041,1867527224,3953164780,6542773042",5952719337,continue,uturn,0,1,3,1,107,1.379317,103.772455,"A-6VNBOJJWWEJ7,A-6VO53G2GWJQ2,A-6VK5OFKWWG9K,A-6VMB3Q2GWHRG,LatLngNav-1727937520623",SIN
6094720071_236507572_5280981750,6094720071,236507572,5280981750,rotary,uturn,0,0,3,1,106,1.312844,103.838685,"A-6VKQSVKGWG9K,A-6VMV6HSGWG7G,A-6VK9WWPWWE28,A-6VLDDMHWWJDN,[A-6VLJE45GWFGS, A-6VLJE45GWFGS]",SIN
5173650953_4733003117_4733003100,5173650953,4733003117,4733003100,continue,uturn,0,1,3,2,106,1.306636,103.779639,"A-6VMI466GWFP5,A-6VLDE75GWF4B,A-6VM5U9AGWEVJ,A-6VLGGLCWWETN,A-6VLOV6QGWH6W",SIN
1130779936_1363236276_6114355479,1130779936,1363236276,6114355479,exit rotary,uturn,0,0,3,2,106,1.294363,103.858917,"A-6VKHB8WW2FGS,A-6VO5SVDGWJ73,A-6VLPK63GWF44,A-6VLAV98GWETN,A-6VMQE83GWG5C",SIN
60662449_60662448_1669837670,60662449,60662448,1669837670,exit rotary,uturn,0,0,3,2,106,1.31266,103.838806,"A-6VL9UMJWWIJ3,A-6VLHF7KGWH6W,A-6VL2WIBGWHRO,A-6VKTNWKWWJUF,A-6VKVI3KWWG5M",SIN
6114355478_1130779944_595497946,6114355478,1130779944,595497946,rotary,uturn,0,0,3,1,106,1.294538,103.858583,"A-6VO5SVDGWJ73,A-6VM9EU7WWG9K,A-6VM6MNUW2IWG,A-6VLEWPFGWHRG,A-6VKTWFUWWGIN",SIN
7764103755_1167568001_1167567993_1748996467_1748996457_7764103756,7764103755,"1167568001,1167567993,1748996467,1748996457",7764103756,continue,uturn,0,1,4,1,106,1.410727,103.899656,"[A-6VMH476GWFQH, A-6VMH476GWFQH],A-6VNRELWGWEJU,A-6VKMRWGWWIUJ,[A-6VLMF6GWWG5C, A-6VLMF6GWWG5C],[A-6VN7KNBGWG7G, A-6VN7KNBGWG7G]",SIN
5941860430_11459876358_11459876359,5941860430,11459876358,11459876359,continue,uturn,0,0,3,2,105,1.415601,103.832422,"A-6VMTJ78WWEJ7,479e64d3-8123-11ef-8000-000000000000,479e64d3-8123-11ef-8000-000000000000,A-6VL83LVWWGBX,A-6VMECVLWWIUJ",SIN
4654377556_4654454710_4654454711,4654377556,4654454710,4654454711,continue,uturn,0,1,3,2,105,1.387962,103.982646,"A-6VLVDEQGWF44,A-6VL9FU8GWG5M,A-6VN3WTUGWIAI,A-6VKN6EEWWG9K,A-6VL48TTGWIWG",SIN
4726217004_4414399730_6977216900,4726217004,4414399730,6977216900,continue,uturn,0,1,3,2,105,1.305482,103.760115,"A-6VLD3QPWWJGJ,A-6VKPHTHWWEP2,A-6VKECFCGWIPC,[A-6VKPCQUWWJUF, A-6VKPCQUWWJUF],A-6VKJT75GWFGS",SIN
4602876149_4715577076_4724975566,4602876149,4715577076,4724975566,continue,uturn,0,2,3,2,104,1.423586,103.849087,"A-6VMC33BWWE9D,A-6VO6XSQWWFQW,LatLngNav-1727913878,A-6VM85C4GWH6W,A-6VM9D6KGWH2A",SIN
8061269208_243210016_4459074314_4459074407_26782266_8061269209,8061269208,"243210016,4459074314,4459074407,26782266",8061269209,continue,uturn,0,2,4,1,104,1.276761,103.833639,"A-6VMF3IWGWE69,[A-6VMSI56GWFKA, A-6VMSI56GWFKA, A-6VMSI56GWFKA],A-6VMRW7XWWEVJ,A-6VMHXX6GWFRG,A-6VM7464GWEP2",SIN
5220660885_237565956_4749207534_237569059_4749633926_5220660886,5220660885,"237565956,4749207534,237569059,4749633926",5220660886,continue,uturn,0,2,4,1,104,1.34486,103.721935,"[A-6VNX88OGWG7G, A-6VNX88OGWG7G, A-6VNX88OGWG7G],A-6VNXKN6WWJUF,A-6VMQP8VW2EVJ,A-6VKMMGHWWEJU,A-6VKFRUOWWFN5",SIN
1483337662_12119381283_12119567493,1483337662,12119381283,12119567493,continue,uturn,0,0,3,2,103,1.454269,103.795888,"A-6VM5Q9LWWH6W,A-6VOAI38GWJAU,A-6VKCFAVGWFN5,A-6VLWUM4WWIPC,A-6VLLDMLWWGBX",SIN
1375484484_4604275725_244131845_244134845_4604275724_1375484485,1375484484,"4604275725,244131845,244134845,4604275724",1375484485,continue,uturn,0,1,4,1,103,1.345385,103.75763,"A-6VMCKEAGWFF9,A-6VN4IXNWWG7G,A-6VO6TT3GWIRT,A-6VK7R9QWWFGS,A-6VO8RUSWWF3C",SIN
8166387792_368901455_373096980_395048536,8166387792,"368901455,373096980",395048536,continue,uturn,0,1,4,1,103,1.403456,103.91093,"A-6VM85PIGWFL6,A-6VLRSV2GWHRG,A-6VLNFDFW2JUF,A-6VLOWSVWWGWC,A-6VKMCKMW2IXJ",SIN
10297760519_4745187039_4745187040,10297760519,4745187039,4745187040,continue,uturn,0,1,3,2,103,1.447033,103.822719,"A-6VL88RUWWE69,A-6VLT52UWWIAI,A-6VMQ2A9GWHRO,A-6VLRR4AWWG3O,A-6VM59HUWWIUM",SIN
7882710254_4602578377_232119616_7882710255,7882710254,"4602578377,232119616",7882710255,continue,uturn,0,2,4,2,103,1.297734,103.855069,"A-6VLOLMXWWHRG,A-6VLHKTFWWIJ3,A-6VKT3BOGWJFG,A-6VKORJAWWIPC,A-6VN3GFAGWFF9",SIN
8061295167_206101421_4599006118_4599006119_229064914_8061295168,8061295167,"206101421,4599006118,4599006119,229064914",8061295168,continue,uturn,0,1,4,1,103,1.369144,103.856782,"A-6VKR3NPGWJFG,A-6VLN76QWWJGJ,LatLngNav-1727961133,A-6VLMAMVGWFKA,A-6VMC9M4WWFF9",SIN
5252457378_5252457363_5252457362,5252457378,5252457363,5252457362,continue,uturn,0,1,3,2,102,1.382939,103.891364,"A-6VLESR3WWGIN,A-6VMJEIMWWJ2I,A-6VKFLPNGWFN5,A-6VKCCMBWWE69,A-6VKHHNPWWI2G",SIN
7226740039_7226740038_241926186,7226740039,7226740038,241926186,continue,uturn,0,0,3,1,102,1.32071,103.777054,"A-6VL8M68GWIAI,A-6VLPDJLWWFGS,A-6VN6PCDGWGOV,A-6VLLE3HWWGBX,A-6VKO82QWWF6A",SIN
8302061707_878241663_247656914_8302061705,8302061707,"878241663,247656914",8302061705,continue,uturn,0,1,4,3,102,1.344046,103.955621,"A-6VM8ALVWWFRG,A-6VMEGI6GWGBX,A-6VLLR7EW2FF9,A-6VM8J8EWWFHJ,A-6VLKJBPG2H6E",SIN
8218215250_5241830701_5241830702_373099687_3960050727_8218215249,8218215250,"5241830701,5241830702,373099687,3960050727",8218215249,continue,uturn,0,2,4,1,102,1.313803,103.870969,"A-6VKCDO5GWIAI,A-6VKNBWOGWEP2,A-6VKHB5NGWIPC,A-6VOWR7KGWHS5,A-6VLC77HGWJUF",SIN
5233331558_6294959364_7031054892,5233331558,6294959364,7031054892,continue,uturn,0,1,3,2,102,1.344317,103.713277,"A-6VL2GGIGWF44,LatLngNav-1727956379,A-6VKGUJFGWJUI,A-6VN2AKVWWETN,A-6VKQLKHWWIQQ",SIN
5470273987_6148100639_6148100640,5470273987,6148100639,6148100640,continue,uturn,0,1,3,2,101,1.378052,103.764178,"A-6VKBWM8WWHIG,A-6VL477JWWHKI,A-6VLJCE8GWJDN,A-6VLU427GWEXC,[A-6VMJERKWWF44, A-6VMJERKWWF44, A-6VMJERKWWF44]",SIN
7014247315_4591568567_6497189417_6497165180_4591568572_7014262937,7014247315,"4591568567,6497189417,6497165180,4591568572",7014262937,continue,uturn,0,1,4,2,101,1.320637,103.844874,"A-6VKIQBFW2GBX,A-6VLWUM4WWIPC,A-6VO8MECWWG8J,A-6VKPKUNWWGIN,A-6VKVCC9GWEJU",SIN
4309208068_5239954101_249401443_5239954099,4309208068,"5239954101,249401443",5239954099,continue,uturn,0,1,3,2,100,1.314886,103.790026,"A-6VLOWHTWWEP2,A-6VL24GGWWFN5,A-6VO6K8VGWGVH,A-6VLVODIWWIPC,A-6VKEFU6WWE69",SIN
1197846193_6114485198_6241372666,1197846193,6114485198,6241372666,continue,uturn,0,1,3,2,100,1.33581,103.735367,"A-6VLJFBMWWHWC,A-6VLKNMKGWF4B,A-6VLSQ7KWWJDN,A-6VLLWWXWWEVJ,A-6VL8XVTG2EVJ",SIN
6720404407_250072299_1845458521_2641636566_889043315_6720404406,6720404407,"250072299,1845458521,2641636566,889043315",6720404406,continue,uturn,0,1,3,1,99,1.326337,103.841788,"A-6VMOSTJGWIUM,A-6VM7K6BGWG5M,A-6VLBHH6GWJMM,A-6VKV7OPGWFHJ,A-6VK6KCPWWJC2",SIN
6886049200_6886049212_6886049213,6886049200,6886049212,6886049213,turn,uturn,0,0,3,2,99,1.336013,103.963424,"A-6VKTL9CWWJDN,A-6VKQX9NW2F44,A-6VO8LXXWWECC,A-6VLIEXPGWIJ3,A-6VMGIQXGWJNX",SIN
8226770203_4598672255_4002523905_4002523946,8226770203,"4598672255,4002523905",4002523946,continue,uturn,0,1,4,1,99,1.404124,103.891285,"A-6VLPL8IWWIWG,A-6VLGDFOGWHRO,A-6VM22BQWWHIQ,A-6VKA79NWWIAI,A-6VNOL6DWWHC5",SIN
10096984843_1539944025_9913888161_10096984844,10096984843,"1539944025,9913888161",10096984844,continue,uturn,0,0,4,2,99,1.277009,103.851761,"A-6VMXDJOGWJFG,A-6VLEO9GWWH6E,A-6VMJGELGWGBX,A-6VO3KHGGWGVH,[A-6VMOH5PWWHIQ, A-6VMOH5PWWHIQ]",SIN
8080004847_4602460444_244952399_4594224457_4602460445_8080004848,8080004847,"4602460444,244952399,4594224457,4602460445",8080004848,continue,uturn,0,1,3,1,98,1.430423,103.833421,"A-6VLRWMVWWG5M,A-6VLSCO2WWEVJ,A-6VKD8OOWWHIG,A-6VNPCT3WWEJU,A-6VNPCT3WWEJU",SIN
1744516441_1744516450_1744516446,1744516441,1744516450,1744516446,continue,uturn,0,2,4,2,98,1.32037,103.82554,"A-6VKKMPSWWE69,A-6VMKPGHWWG7G,A-6VKDV9VG2GBX,A-6VMVUTIWWH6W,A-6VK7OOHWWFN5",SIN
6012723851_60662451_4735252795,6012723851,60662451,4735252795,rotary,uturn,0,0,3,1,98,1.312613,103.839239,"A-6VMDW3EGWIPC,A-6VLGXASGWG5M,A-6VM76B7GWG5C,A-6VM4DU7GWHWC,A-6VK8J9OWWIJ3",SIN
74353685_3614413266_7886282777,74353685,3614413266,7886282777,exit rotary,uturn,0,0,3,2,98,1.313011,103.839621,"A-6VMABRAWWJGJ,A-6VK8J9OWWIJ3,A-6VKL34CWWH6W,A-6VMNXU9WWFRG,A-6VLTBJVWWHKI",SIN
8009246186_378619193_378618810_240646194_378619206_8009246187,8009246186,"378619193,378618810,240646194,378619206",8009246187,continue,uturn,0,2,3,1,98,1.311971,103.861721,"A-6VL8RDAWWJWN,A-6VLNPIAW2JMM,A-6VKLQVBWWE69,A-6VM4LP8G2FN5,A-6VKV5ACWWG9K",SIN
8135208335_2963972912_4315391883_2963972911_229406125_5230852827,8135208335,"2963972912,4315391883,2963972911,229406125",5230852827,continue,uturn,0,2,3,1,98,1.35399,103.864179,"A-6VMM3CMGWG5C,A-6VNBRHKGWEJ7,A-6VLXNOQWWHIG,A-6VO4JWTGWFQW,A-6VK8VF9WWIJ3",SIN
4685796203_4685796199_6993468567,4685796203,4685796199,6993468567,continue,uturn,0,1,3,2,98,1.311915,103.889035,"A-6VM7HJ9WWIAI,A-6VLXPFSG2JGJ,A-6VM7GDBWWEP2,A-6VKMQBXWWFKA,[A-6VMP2JAGWFL6, A-6VMP2JAGWFL6]",SIN
7030296586_247048603_6164298753,7030296586,247048603,6164298753,continue,uturn,0,1,3,2,97,1.281973,103.806237,"A-6VO6QSAWWJQ2,A-6VM4K4SGWFHJ,A-6VLEIV2GWIQQ,A-6VO3CIIWWFWI,A-6VK8MUVWWJMM",SIN
8239134490_243677043_4670211624_4670211627_4670211628_8239134491,8239134490,"243677043,4670211624,4670211627,4670211628",8239134491,continue,uturn,0,1,4,2,97,1.337081,103.920849,"A-6VLDVM9GWF4B,[A-6VMJW66WWIUM, A-6VMJW66WWIUM],A-6VO5PEKGWF3C,A-6VMTKDJGWIWG,A-6VK9A27WWE28",SIN
5256769730_5218798705_5218798704_5218798708_4000099726_4321636494,5256769730,"5218798705,5218798704,5218798708,4000099726",4321636494,continue,uturn,0,2,4,1,97,1.41582,103.900272,"A-6VO8LAPGWGVH,A-6VKERXLWWFF9,A-6VLPI4JWWGIN,A-6VL5J3PGWG7G,A-6VMSKL8GWIUJ",SIN
8253641164_4650629298_1840038945_203231254_4650629297_8253641160,8253641164,"4650629298,1840038945,203231254,4650629297",8253641160,continue,uturn,0,1,4,1,97,1.375012,103.941016,"A-6VLOS2TGWGBX,A-6VKV864WWJUI,[A-6VMWPF3GWF4B, A-6VMWPF3GWF4B, A-6VMWPF3GWF4B],A-6VLDL8XWWF4B,A-6VMDG69GWG7G",SIN
8233146956_242958383_377648177_377648202_369165261_8233146955,8233146956,"242958383,377648177,377648202,369165261",8233146955,continue,uturn,0,1,4,1,97,1.388511,103.906028,"A-6VIJRHDWWJX9,A-6VKQH8LWWH6E,A-6VMTJDWWWJUF,A-6VLV79PGWIXJ,A-6VLDKCHGWJWN",SIN
5256742068_5256742063_5256742062,5256742068,5256742063,5256742062,continue,uturn,0,0,3,2,96,1.4087,103.90193,"A-6VLKA4EWWFHJ,A-6VLTHFWGWEXC,A-6VLPK4CGWE28,A-6VKAKK7WWIAI,A-6VKOAC6WWHIG",SIN
4736403644_4736403645_4736403646_243851530_4735220093_5716923972,4736403644,"4736403645,4736403646,243851530,4735220093",5716923972,continue,uturn,0,1,4,2,96,1.378574,103.739287,"A-6VM6VHFGWJ2I,A-6VOXO9OWWHS5,A-6VKS6L8GWJUI,A-6VMLKNEGWHIG,A-6VL25WSWWFXB",SIN
3733472018_1911008977_1911008980,3733472018,1911008977,1911008980,continue,uturn,0,1,3,2,96,1.319188,103.782695,"A-6VNUREOWWHKL,A-6VO6PMOGWJAU,A-6VM5RSLGWGBX,A-6VLXRK3GWIJ3,A-6VM4BSVWWJNX",SIN
5233858663_230839114_248017116_248017595_230851525_5233858669,5233858663,"230839114,248017116,248017595,230851525",5233858669,continue,uturn,0,1,4,1,95,1.361528,103.893116,"A-6VO6J3OGWGVH,A-6VL8LIBGWF44,A-6VKL3PRWWFN5,A-6VMEVFOWWJ2I,A-6VMPE5KGWGUX",SIN
8106169045_6158736997_6158736998_6158736999_6036193124,8106169045,"6158736997,6158736998,6158736999",6036193124,continue,uturn,0,1,3,2,95,1.334045,103.855001,"A-6VKTF92GWHRG,A-6VM628AWWEJU,A-6VKHABXGWE28,A-6VKUV73GWGOV,A-6VKA6OFWWIPC",SIN
5978350236_1744512256_1744512248,5978350236,1744512256,1744512248,continue,uturn,0,0,3,2,95,1.31953,103.830126,"A-6VMF4MRGWEVJ,A-6VND6AHWWIWG,A-6VMIJFQWWEJ7,A-6VMF6A8WWJ2I,A-6VNKC46WWHC5",SIN
6106553051_6978496985_6978445184_5184743632,6106553051,"6978496985,6978445184",5184743632,continue,uturn,0,1,3,2,94,1.375446,103.746521,"A-6VMOQMDGWEVJ,A-6VLK6BSGWH2A,A-6VMD54EGWG5C,A-6VKLS3DGWF44,A-6VO4C8CGWFWI",SIN
6987225611_10289099087_10289099098_6725864038_6725864042_6725864047,6987225611,"10289099087,10289099098,6725864038,6725864042",6725864047,continue,uturn,0,2,4,2,94,1.305362,103.79217,"A-6VO8C7IGWJ73,A-6VL2EKMGWIPC,A-6VKSDJDGWH2A,A-6VKB8GXWWIPC,A-6VKN8W9GWJ4X",SIN
7990936631_244322166_5680785966_5680785965_244326087_7990936632,7990936631,"244322166,5680785966,5680785965,244326087",7990936632,continue,uturn,0,1,4,2,94,1.441998,103.775161,"A-6VMCR3JGWG7G,A-6VKSQHBGWIWG,A-6VL5BXPWWIAI,A-6VKHOG7GWEJU,A-6VLFP2MWWEJU",SIN
8247529162_4670400462_4670165831_1774507566_4670400463_8247529163,8247529162,"4670400462,4670165831,1774507566,4670400463",8247529163,continue,uturn,0,2,3,1,94,1.351639,103.939275,"A-6VNSVGOGWHKL,A-6VLC7DVWWJDN,A-6VKHOASWWEP2,A-6VNT8GMWWFWI,LatLngNav-1727946822",SIN
439978142_3180347857_3180347858,439978142,3180347857,3180347858,continue,uturn,0,1,3,2,93,1.341103,103.835071,"A-6VLVNBIWWGIN,A-6VMFQKKGWH6E,A-6VKV356WWEJU,A-6VO6RBXGWJ73,A-6VLOUBUWWJUF",SIN
6860431217_6696381054_6696381053,6860431217,6696381054,6696381053,continue,uturn,0,1,3,2,93,1.426068,103.849606,"A-6VOXMBLWWFQW,A-6VO9G7RGWEHN,A-6VKU4EVWWFHJ,A-6VLPPD3GWIQQ,A-6VM445SGWG7G",SIN
7010413688_1548393383_883492084_237397263_172483367_7010413687,7010413688,"1548393383,883492084,237397263,172483367",7010413687,continue,uturn,0,2,4,1,93,1.291969,103.808505,"LatLngNav-1727968604349,A-6VKM85WGWGBX,A-6VLBW99GWJMM,A-6VMD8I7GWJ2I,A-6VMF2FOWWE69",SIN
6241062168_5701298879_4602998322,6241062168,5701298879,4602998322,continue,uturn,0,1,3,2,93,1.349824,103.928955,"A-6VMKJUCGWEJ7,A-6VNAN3MGWIWG,LatLngNav-1727920482,A-6VNUHELWWHKL,A-6VKPVQ6GWGW5",SIN
8201034104_4689376210_239824309_8201034105,8201034104,"4689376210,239824309",8201034105,continue,uturn,0,1,3,2,93,1.347573,103.874812,"A-6VLGP7AWWHKI,A-6VMXM7HGWH6E,A-6VKSLMMWWIAI,A-6VLFXN7GWFQH,[A-6VLLIWPGWG5M, A-6VLLIWPGWG5M]",SIN
7068345056_5865521311_5686996101,7068345056,5865521311,5686996101,continue,uturn,0,0,3,1,93,1.326334,103.944186,"A-6VOX5WXGWHKL,A-6VLOD58WWJUI,A-6VM4I3FGWJNX,A-6VMCUCDWWIWG,A-6VL3N7OWWFHJ",SIN
8156864633_4712168410_229313757_244270646_177002509_8156864634,8156864633,"4712168410,229313757,244270646,177002509",8156864634,continue,uturn,0,2,4,1,93,1.361107,103.886072,"A-6VO7MFHGWFWI,A-6VKNC8AWWGOV,A-6VKJ5WPGWIPC,A-6VLU6KAWWGOV,A-6VMIBB4WWI2G",SIN
6082354202_6082354203_6082354197_7001466819,6082354202,"6082354203,6082354197",7001466819,continue,uturn,0,0,3,2,93,1.337891,103.848641,"A-6VMJDCVGWJA2,A-6VMKG5BWWHKI,A-6VMDCSFWWIUM,A-6VKA77MGWE69,A-6VKFWPXGWHIG",SIN
7975425490_7016744768_4740058521_2407108046_7016744753_7975425489,7975425490,"7016744768,4740058521,2407108046,7016744753",7975425489,continue,uturn,0,1,4,2,92,1.436835,103.795795,"A-6VMM2FOWWFL6,A-6VLGBBGGWJNX,A-6VMWTIIGWG5M,LatLngNav-1727952048509,A-6VMV7F9WWJWN",SIN
233602664_5982678230_6331633045_5982678229_5982678228_600935753_600935754,233602664,"5982678230,6331633045,5982678229,5982678228,600935753",600935754,continue,uturn,0,1,3,2,92,1.297591,103.857123,"A-6VOAG9KWWGUW,A-6VLDBF5WWHIQ,A-6VL8RCDWWEJU,A-6VMN89BWWJGJ,A-6VLFQJQGWEP2",SIN
5272843982_5138632240_1316097911,5272843982,5138632240,1316097911,roundabout,uturn,0,0,3,1,92,1.251253,103.819326,"A-6VKSNSWGWH6E,A-6VM77Q4GWJWN,A-6VLJWJGWWJ2I,A-6VLT8FMGWIWG,A-6VMWXVKWWFHJ",SIN
7000619359_26782249_4600788653_4459074079_4600778324_4600778323_4459074078_26782270_7000669356,7000619359,"26782249,4600788653,4459074079,4600778324,4600778323,4459074078,26782270",7000669356,continue,uturn,0,1,4,1,92,1.270633,103.825322,"A-6VMU3N4GWJWN,[A-6VL4CNNWWEP2, A-6VL4CNNWWEP2],A-6VN6UCVGWJ2I,A-6VMA8HGGWIXJ,A-6VMMTOEGWHKI",SIN
5272221495_5272221496_6229027419,5272221495,5272221496,6229027419,continue,uturn,0,1,3,2,92,1.33498,103.870282,"A-6VMNQFFWWEJ7,A-6VLHFLWGWEP2,A-6VO353QGWJQ2,A-6VMAA8TWWJFG,A-6VLDCLVGWHRG",SIN
535168106_12080105342_12080105341,535168106,12080105342,12080105341,continue,uturn,0,0,3,2,92,1.320668,103.842455,"A-6VKTP8CGWI2G,A-6VO4FC9GWGVH,A-6VK6VUBGWIAI,A-6VKDSP3GWIAI,A-6VO3UCSGWFWI",SIN
8058163110_243418661_4598764038_4598764083_243418578_8058163111,8058163110,"243418661,4598764038,4598764083,243418578",8058163111,continue,uturn,0,2,4,2,91,1.348585,103.847389,"A-6VME3HKWWHIQ,A-6VL3SGIWWFL6,A-6VM3F49WWFRG,A-6VM4VCIWWE5M,LatLngNav-1727955572",SIN
7919643727_2117806796_2117806795_7919643728,7919643727,"2117806796,2117806795",7919643728,continue,uturn,0,1,3,2,90,1.275102,103.795615,"A-6VK7SADWWJUI,A-6VK8M42GWG5M,A-6VKHOCDGWF44,A-6VMSWVAGWIQQ,A-6VLSWP9WWIUJ",SIN
4691305269_4691305267_5497596256,4691305269,4691305267,5497596256,continue,uturn,0,1,3,2,90,1.358622,103.893029,"A-6VMWN44WWEP2,A-6VKMC3DWWGOV,A-6VLQGR7G2JUI,A-6VLLXRSGWFHJ,A-6VMNWXKGWFP5",SIN
1150197084_4723165690_4723165691,1150197084,4723165690,4723165691,continue,uturn,0,1,3,2,90,1.324382,103.90549,"A-6VLAVTGWWE69,A-6VM5BKMGWI2G,A-6VL93KXWWGW5,A-6VL9638WWGBX,A-6VMFX2TWWG5C",SIN
10979316511_4591653843_247043836_7908211994,10979316511,"4591653843,247043836",7908211994,continue,uturn,0,1,3,2,90,1.318396,103.845953,"A-6VKCHR6WWIWG,A-6VN8FMXGWGOV,A-6VO99EXWWEHN,A-6VMMNBUWWIUM,A-6VLFTQ4WWF44",SIN
7803595673_395048584_411679957_411679982_368900542_7803595672,7803595673,"395048584,411679957,411679982,368900542",7803595672,continue,uturn,0,1,4,1,90,1.400869,103.91485,"A-6VLNFDFW2JUF,A-6VKVJ77WWHKI,A-6VKQXONGWIXJ,A-6VLE5TRGWG5C,A-6VMLH24WWG5M",SIN
246579454_6213226199_6213226198,246579454,6213226199,6213226198,continue,uturn,0,1,3,2,90,1.303337,103.747603,"A-6VKVTFBGWGW5,A-6VL4HHAWWJUI,A-6VO27KJGWFQW,LatLngNav-1727949585,A-6VMXWE4GWIQQ",SIN
7782586677_244492382_4738789709_4738789710_244492323_7782586676,7782586677,"244492382,4738789709,4738789710,244492323",7782586676,continue,uturn,0,1,4,1,89,1.441486,103.801802,"A-6VKVU3MGWEVJ,A-6VKGX8HGWFGS,A-6VM4QDDWWEJU,[A-6VNQDJMWWEJU, A-6VNQDJMWWEJU],A-6VN6SLNWWFF9",SIN
7474945916_5224918631_7474936939,7474945916,5224918631,7474936939,continue,uturn,0,0,3,1,89,1.327212,103.932556,"A-6VLIURQWWJMM,A-6VMDOODGWIWG,A-6VMJ227WWFRG,A-6VL3B4TGWGW5,A-6VO9IE4WWEHN",SIN
8389665087_5222378796_1375191869_8389665088,8389665087,"5222378796,1375191869",8389665088,continue,uturn,0,0,3,2,89,1.327566,103.675143,"A-6VLEBD9W2FHJ,A-6VKJO7TGWE28,A-6VKJBDJWWE88,A-6VLVK4UGWIJ3,A-6VMDITHWWEMR",SIN
11693578263_11693578264_11693622073,11693578263,11693578264,11693622073,turn,uturn,0,0,3,2,88,1.295378,103.805983,"A-6VK9SHPGWJMM,A-6VM4CO5WWJMM,A-6VLE2TTWWHRO,[A-6VMP8Q6WWGIN, A-6VMP8Q6WWGIN],A-6VKMTIHGWJMM",SIN
8417055751_1864068541_237564928_246580833_244131864_8417055750,8417055751,"1864068541,237564928,246580833,244131864",8417055750,continue,uturn,0,1,4,1,88,1.337185,103.740321,"A-6VLBS3UWWFHJ,LatLngNav-1727945351,[A-6VK94Q5WWG5M, A-6VK94Q5WWG5M],A-6VKDESRWWH6E,A-6VLFJEDWWFKA",SIN
