fid,TYP_CD,BEARG_NUM,TYP_CD_DES,BEARG_NUM_,Longitude,Latitude
167,,38.67113949,U-Turn [3008],,103.884961873695,1.36006446115657
168,,105,U-Turn [3008],,103.951794905036,1.3694550631544
169,,285.01509767,U-Turn [3008],,103.786061103758,1.2782293459699
170,,80,U-Turn [3008],,103.799755206222,1.45651987012829
171,,267,U-Turn [3008],,103.820140258552,1.44712293190172
172,,71,U-Turn [3008],,103.825157264225,1.45913806224216
173,,122,U-Turn [3008],,103.821851116974,1.45947852702539
174,,346.66566428,U-Turn [3008],,103.901634746805,1.39050012270737
175,,39,U-Turn [3008],,103.954146626162,1.35171681837069
176,,81,U-Turn [3008],,103.721155671556,1.34478119471408
177,,10.72726622,U-Turn [3008],,103.872750590555,1.35353819695922
178,,248,U-Turn [3008],,103.700873664052,1.34500400157691
179,,212,U-Turn [3008],,103.794077730335,1.43238939735605
180,,150.65323261,U-Turn [3008],,103.829647742446,1.30003701996024
181,,330,U-Turn [3008],,103.763536050798,1.31825909805865
182,,145,U-Turn [3008],,103.762604095203,1.31976321246699
183,,50,U-Turn [3008],,103.690002754983,1.34594324130787
184,,12.34410785,U-Turn [3008],,103.772506266836,1.37884682125752
185,,80,U-Turn [3008],,103.715587663913,1.34574739776479
186,,216.44851543,U-Turn [3008],,103.93727831547,1.37838589262569
187,,345,U-Turn [3008],,103.690299330653,1.34674370569006
188,,79.698,U-Turn [3008],,103.855525175491,1.33416431415635
189,,121.1864287,U-Turn [3008],,103.795390741649,1.27509207315097
190,,91,U-Turn [3008],,103.828943632707,1.2989811665884
191,,347.00538321,U-Turn [3008],,103.775653624155,1.34205697341324
192,,69.56515921,U-Turn [3008],,103.925547283553,1.33833253711543
193,,260,U-Turn [3008],,103.739528298209,1.33544469873329
194,,2.1,"U-Turning Vehicles, Keep Right [3029]",,103.892790540364,1.37588010168328
195,,2.06758763,U-Turn [3008],,103.892792332883,1.37591105710518
196,,1.49512191,U-Turn [3008],,103.89280187811,1.37785684700931
197,,160,U-Turn [3008],,103.718308068118,1.33225906474201
198,,55.74339575,U-Turn [3008],,103.744420910662,1.34727529895361
199,,39.39475753,U-Turn [3008],,103.939239559776,1.38097324059641
200,,185.57537946,U-Turn [3008],,103.801581019833,1.43384421130486
201,,248.45902408,U-Turn [3008],,103.819581940756,1.45168784783525
202,,186,U-Turn [3008],,103.754849682572,1.4196223645023
203,,2,U-Turn [3008],,103.754689336195,1.41819933019223
204,,200,U-Turn [3008],,103.763504824401,1.31970826993098
205,,103.26648085,U-Turn Ahead [2049],,103.862889848073,1.35405961906554
206,,125,U-Turn [3008],,103.699031866024,1.35423718790629
207,,179,U-Turn [3008],,103.709987554488,1.30882627254244
208,,180,U-Turn [3008],,103.698890167628,1.33547739281234
209,,57,U-Turn [3008],,103.694692147203,1.34319108168221
210,,10,U-Turn [3008],,103.694048882533,1.36969693222228
211,,267,U-Turn [3008],,103.839304460885,1.41830293774813
212,,20,U-Turn [3008],,103.762701043168,1.31840483251594
213,,139,U-Turn [3008],,103.718636704131,1.33591782790722
214,,303,U-Turn [3008],,103.842760731583,1.28970056625902
215,,265,U-Turn [3008],,103.762973456938,1.34668090743874
216,,152.85118071,U-Turn [3008],,103.765298442784,1.30296085645486
217,,125,U-Turn [3008],,103.961187497487,1.33620294927668
218,,322,U-Turn [3008],,103.756713235835,1.3468552669278
219,,102.4040691,U-Turn KEEP RIGHT [3188],,103.833322382685,1.31845733794386
220,,324,U-Turn [3008],,103.71475285431,1.34848298312244
221,,105.80756026,U-Turn [3008],,103.848472531442,1.33787236829291
222,,321.13800256,"U-Turning Vehicles, Keep Right [3029]",,103.87724465268,1.35462880321786
223,,137.04540849,U-Turn [3008],,103.877176113463,1.35471131865039
224,,15.11182838,U-Turn [3008],,103.840645685306,1.42653832995754
225,,41.98210929,U-Turn [3008],,103.936080477632,1.33999113641334
226,,248,U-Turn [3008],,103.71724780371,1.33048074098859
227,,154.61352145,U-Turn [3008],,103.763023162254,1.29984703540767
228,,290,U-Turn [3008],,103.787700635419,1.33442400822531
229,,354.19348536,U-Turn [3008],,103.861747099775,1.41394101877417
230,,73,U-Turn [3008],,103.935566931639,1.31967165574197
231,,4.10511232,U-Turn [3008],,103.963732284888,1.37081439191911
232,,277.10279112,U-Turn [3008],,103.827741126567,1.29898500774884
233,,270,U-Turn [3008],,103.722593346911,1.34501883235339
234,,270,"U-Turning Vehicles, Keep Right [3029]",,103.722559932345,1.34501512203568
235,,281,U-Turn [3008],,103.848565025696,1.3765446269323
236,,275,U-Turn [3008],,103.807530827286,1.2862698311769
237,,333.43494882,Watch Out For U-Turning Vehicles [3087],,103.920680502266,1.33701570542507
238,,16,U-Turn [3008],,103.825007743575,1.42175745941106
239,,4.34563064,U-Turn [3008],,103.739591623493,1.34921382829138
240,,30,U-Turn [3008],,103.825976829119,1.28981721720663
241,,30,"U-Turning Vehicles, Keep Right [3029]",,103.825976829119,1.28981721720663
242,,127,U-Turn [3008],,103.766839570414,1.38050287776758
243,,116.25441462,U-Turn [3008],,103.845144997231,1.33180530620767
244,,121.28631523,"U-Turning Vehicles, Keep Right [3029]",,103.807265595816,1.44612873789893
245,,122.23117042,U-Turn [3008],,103.807292111852,1.44611450533084
246,,335,"U-Turning Vehicles, Keep Right [3029]",,103.757708363622,1.42197497105336
247,,355,U-Turn [3008],,103.738300164557,1.34904147769368
248,,304,U-Turn [3008],,103.818939151117,1.46132538965444
249,,23,U-Turn KEEP RIGHT [3188],,103.694899488739,1.37317583397649
250,,240,Watch Out For U-Turning Vehicles [3087],,103.760008126593,1.34021860246838
251,,91.88004432,U-Turn [3008],,103.767783391851,1.41014123280909
252,,272,U-Turn [3008],,103.770149324256,1.41009844809117
253,,267,U-Turn [3008],,103.836069994194,1.43038142959566
254,,106.44558444,"U-Turning Vehicles, Keep Right [3029]",,103.813539083842,1.28521214639268
255,,71.70255412,U-Turn [3008],,103.817235883082,1.44875420959804
256,,179.64922359,U-Turn [3008],,103.747577007243,1.33755250703125
257,,15,U-Turn [3008],,103.903394048073,1.37834108811132
258,,270.71035547,U-Turn [3008],,103.835556657464,1.42292939608715
259,,182.97569543,U-Turn [3008],,103.828065742622,1.36388538697042
260,,0.63123551,U-Turn [3008],,103.858061332241,1.33504338634448
261,,174.313,U-Turn [3008],,103.833440107846,1.30970851382454
262,,281.6231,U-Turn. Passenger Pick-Up/Drop-Off Point [3071],,103.949422201054,1.37290247925056
263,,60.9453959,U-Turn [3008],,103.789187507828,1.30484199867967
264,,295,U-Turn [3008],,103.762068789532,1.41097070588928
265,,264.0401752,U-Turn [3008],,103.881346921858,1.29783222457669
266,,25,U-Turn [3008],,103.912153269796,1.37321680544259
267,,225,U-Turn [3008],,103.658231356959,1.31704048494553
268,,303,U-Turn [3008],,103.806479828776,1.27326519484405
269,,279,U-Turn [3008],,103.768380298789,1.31192483041164
270,,303.54221498,U-Turn [3008],,103.773964262399,1.37607600445484
271,,3,U-Turn [3008],,103.835311804743,1.42891505417942
272,,112,U-Turn [3008],,103.771139331701,1.30134489950725
273,,113.43431712,U-Turn [3008],,103.705799175082,1.33661038845911
274,,134.6546504,U-Turn [3008],,103.697409726738,1.34070483323618
275,,225.8664744,U-Turn [3008],,103.793315066326,1.28952243839778
276,,26.08606502,U-Turn [3008],,103.74469325408,1.33414818363965
277,,230.20135694,U-Turn [3008],,103.86076827659,1.30548991586037
278,,70,U-Turn [3008],,103.774554701556,1.44144608867736
279,,66,U-Turn [3008],,103.829155216811,1.37848682964632
280,,290.12888767,U-Turn [3008],,103.799554617524,1.44584068083816
281,,213,Watch Out For U-Turning Vehicles [3087],,103.790155479441,1.31508685710002
282,,98.91489384,U-Turn [3008],,103.718496259838,1.31449522301468
283,,268.34666399,U-Turn [3008],,103.837860224934,1.29559907886386
284,,210,U-Turn [3008],,103.772245801868,1.37807271358095
285,,146,U-Turn [3008],,103.686449764184,1.26934864671145
286,,325,U-Turn [3008],,103.687330518122,1.26808190087885
287,,107,U-Turn [3008],,103.813559302828,1.28520637308506
288,,291.53166127,U-Turn [3008],,103.92031338176,1.33730587452096
289,,302.25449141,"U-Turning Vehicles, Keep Right [3029]",,103.794250693441,1.30599673130974
290,,210,U-Turn [3008],,103.706451703946,1.33707798863467
291,,290,U-Turn [3008],,103.858464789637,1.35512739074078
292,,287.67500754,U-Turn [3008],,103.897307855561,1.38777261361319
293,,15,U-Turn [3008],,103.822868930261,1.41255512374981
294,,115,U-Turn [3008],,103.822168306555,1.41393427547103
295,,330,U-Turn [3008],,103.833369001313,1.43755215343262
296,,101,U-Turn [3008],,103.836702034019,1.29571516766289
297,,313.96488932,U-Turn [3008],,103.697159079571,1.34096610294958
298,,70,U-Turn [3008],,103.776976784579,1.4387992977609
299,,245,U-Turn [3008],,103.840048759464,1.38654054047504
300,,128.6734804,U-Turn [3008],,103.819401768104,1.27560366353094
301,,238,U-Turn [3008],,103.869768336144,1.32006933176854
302,,86.88944719,U-Turn [3008],,103.846558068588,1.32653296751303
303,,301,U-Turn [3008],,103.789997996124,1.4319533052987
304,,274.83680694,U-Turn [3008],,103.844981584543,1.32655777497183
305,,8,U-Turn [3008],,103.76985693744,1.30001029433875
306,,130,U-Turn [3008],,103.748516689468,1.3301642305552
307,,8.4856717,U-Turn [3008],,103.79333097587,1.46078680511388
308,,304.97397287,U-Turn [3008],,103.933655046406,1.38042846560262
309,,294,U-Turn [3008],,103.931153010296,1.38181066306296
310,,114,U-Turn [3008],,103.931482186036,1.38166721021544
311,,198.6147493,Watch Out For U-Turning Vehicles [3087],,103.933222066209,1.38096366054062
312,,234,U-Turn [3008],,103.826708253015,1.29348074428736
313,,224,U-Turn [3008],,103.836690488211,1.2837355300175
314,,326.49390196,U-Turn [3008],,103.805048336429,1.2961715451839
315,,124.78451985,U-Turn [3008],,103.771044331914,1.37789154636302
316,,35.83762112,U-Turn [3008],,103.809357718909,1.43907374075205
317,,75.18300963,U-Turn [3008],,103.833925444596,1.34072416051068
318,,75.18300963,"U-Turning Vehicles, Keep Right [3029]",,103.833901659721,1.34071817543205
319,,295.69037441,U-Turn [3008],,103.902954399476,1.40098081848658
320,,136,U-Turn [3008],,103.847431786828,1.31197467258216
321,,159,U-Turn [3008],,103.924024190992,1.38774870326142
322,,27.56729553,Watch Out For U-Turning Vehicles [3087],,103.932013936283,1.38122275611038
323,,189,U-Turn [3008],,103.813713029681,1.32472695398603
324,,118,U-Turn [3008],,103.84079217659,1.28877680842751
325,,58,U-Turn [3008],,103.84042382406,1.28743418124468
326,,298.62885217,Watch Out For U-Turning Vehicles [3087],,103.909965776573,1.30535115942205
327,,23.66918902,U-Turn [3008],,103.852794901184,1.31118537021122
328,,229.77098834,U-Turn [3008],,103.858389169736,1.29874918258787
329,,229.77098834,"U-Turning Vehicles, Keep Right [3029]",,103.858410501374,1.29876872298359
330,,232.22431569,U-Turn [3008],,103.764134989143,1.38612313633284
331,,91,U-Turn [3008],,103.822353368112,1.29091074306181
332,,100,U-Turn [3008],,103.825392335384,1.29059911935244
333,,172,U-Turn [3008],,103.826080402092,1.29143799127293
334,,300,U-Turn [3008],,103.741958433731,1.33185885069155
335,,257,U-Turn [3008],,103.763450396905,1.37781140311544
336,,255.17352003,U-Turn [3008],,103.913941972783,1.30649540911724
337,,150.69088122,U-Turn [3008],,103.820810569793,1.45110213577404
338,,166,"U-Turning Vehicles, Keep Right [3029]",,103.880469084254,1.34728521335028
339,,275.8100743,U-Turn [3008],,103.720506496257,1.3140862429314
340,,22.5464524,U-Turn [3008],,103.839529269393,1.41577710118339
341,,161.93952806,U-Turn [3008],,103.908248634275,1.30895928641779
342,,235.92280472,U-Turn [3008],,103.766225868529,1.38850217760232
343,,263.29247314,U-Turn [3008],,103.868788326798,1.35549812612265
344,,120,U-Turn [3008],,103.780025554087,1.31058929793512
345,,353,U-Turn [3008],,103.825930173091,1.31695128657903
346,,8,U-Turn [3008],,103.825231332757,1.28580393660094
347,,22.20077602,U-Turn [3008],,103.747182057757,1.39571245303877
348,,190,U-Turn [3008],,103.847395756892,1.34912307193734
349,,324,U-Turn [3008],,103.784859595309,1.30003609954092
350,,76,U-Turn [3008],,103.770719734885,1.31200154975824
351,,187,U-Turn [3008],,103.825440062702,1.28755874066381
352,,269,U-Turn [3008],,103.691206922731,1.26635362038479
353,,273.29605371,U-Turn [3008],,103.833849853833,1.43046060190082
354,,38,U-Turn [3008],,103.818600565513,1.40421976142239
355,,351.70285503,U-Turn [3008],,103.932930332299,1.31837759419313
356,,194,"U-Turning Vehicles, Keep Right [3029]",,103.815556258228,1.29230658786522
357,,104,U-Turn [3008],,103.79231861115,1.3137188083266
358,,143.84181456,U-Turn [3008],,103.819688737658,1.45290622523953
359,,91.32541686,U-Turn [3008],,103.880752245708,1.37504389696875
360,,233.27345215,U-Turn [3008],,103.695596858052,1.34393596829953
361,,246.62140867,U-Turn [3008],,103.739701603111,1.35298785690703
362,,265,U-Turn [3008],,103.822015635952,1.26565619417478
363,,194,U-Turn [3008],,103.815537639052,1.29224676219283
364,,233.08351987,U-Turn [3008],,103.943933129231,1.34715359249804
365,,98,U-Turn [3008],,103.808615061789,1.28614411356251
366,,31.05732956,U-Turn [3008],,103.819268817414,1.4549117167661
367,,332.73192178,U-Turn [3008],,103.944012206749,1.34503486135585
368,,132,U-Turn [3008],,103.801069091371,1.29084230943258
369,,27.05059701,U-Turn [3008],,103.820309457449,1.4070764919735
370,,280,U-Turn [3008],,103.828935331754,1.36794639327074
371,,206,U-Turn [3008],,103.817697437355,1.40270462749084
372,,125.01752095,U-Turn [3008],,103.771071742937,1.37484025561077
373,,262,"U-Turning Vehicles, Keep Right [3029]",,103.84926441607,1.31911144072156
374,,86,U-Turn [3008],,103.887664536324,1.36085379904368
375,,60.61641694,U-Turn [3008],,103.803689348677,1.28709382285244
376,,179.72074294,U-Turn [3008],,103.846422382434,1.34404260126323
377,,358,U-Turn [3008],,103.828287713644,1.36712769540449
378,,209,U-Turn [3008],,103.848706656237,1.35436724696778
379,,139,U-Turn [3008],,103.82582508524,1.31080155298154
380,,158.39803905,U-Turn [3008],,103.721678879907,1.34557896537068
381,,331,"U-Turning Vehicles, Keep Right [3029]",,103.823125374127,1.30468909769565
382,,45,Watch Out For U-Turning Vehicles [3087],,103.715897769333,1.34309719006089
383,,94,U-Turn [3008],,103.683918965907,1.32986060365016
384,,322,U-Turn [3008],,103.829511486314,1.35667939281407
385,,171,U-Turn [3008],,103.828710637082,1.35812432512288
386,,271.10721204,U-Turn [3008],,103.700030813701,1.35046567420114
387,,78.19257028,U-Turn [3008],,103.702381938596,1.35058070110203
388,,157.14206188,U-Turn [3008],,103.802833507624,1.43922541367158
389,,337.2,U-Turn [3008],,103.803330642622,1.43813789410434
390,,170,U-Turn [3008],,103.836990448006,1.3214242255857
391,,10,U-Turn [3008],,103.841497429477,1.31715162176265
392,,128.64833708,U-Turn [3008],,103.825827320488,1.44853248295149
393,,339.45242363,U-Turn [3008],,103.821838102149,1.44906491745858
394,,148,U-Turn [3008],,103.94257402447,1.34677186115715
395,,281.85103218,U-Turn [3008],,103.902081662982,1.39098610192259
396,,260.51929018,U-Turn [3008],,103.826480405705,1.45944752905436
397,,11,U-Turn [3008],,103.828732819719,1.35873833883284
398,,130,U-Turn [3008],,103.780197456609,1.44401168720098
399,,21,U-Turn [3008],,103.848265315019,1.35297481166822
400,,21,U-Turn [3008],,103.846244995547,1.33817496971216
401,,250.93900322,U-Turn [3008],,103.785331218043,1.41166945292932
402,,64.76725672,U-Turn [3008],,103.784298856902,1.41133129059575
403,,263,U-Turn [3008],,103.846395997768,1.31856060812902
404,,89,U-Turn [3008],,103.846435818105,1.31858434749036
405,,327,U-Turn [3008],,103.712226490578,1.34773323014433
406,,309.56994893,U-Turn [3008],,103.907937120097,1.39770031604479
407,,340,"U-Turning Vehicles, Keep Right [3029]",,103.761819255557,1.3782380629592
408,,16,U-Turn [3008],,103.84678147315,1.33360817289675
409,,297,U-Turn [3008],,103.846889361291,1.33839819502482
410,,262,U-Turn [3008],,103.849221928035,1.31910925152815
411,,274.99374399,U-Turn [3008],,103.682149118748,1.32998674586684
412,,309.57477363,U-Turn [3008],,103.911523088264,1.39477156211091
413,,128.65980825,U-Turn [3008],,103.910252963237,1.39585317838838
414,,300,Watch Out For U-Turning Vehicles [3087],,103.826941200422,1.32392171519702
415,,301.30345167,U-Turn [3008],,103.730908586042,1.3438622660582
416,,184,U-Turn [3008],,103.825794106152,1.31793237984886
417,,274.02107451,U-Turn to Road/place [3154],,103.681872994175,1.33000577739504
